Age (bin);Age;Cabin;Min(0);Class;AgeGroup;SurvivedCat;AgeSexShapeName;AgeGroupSize;EmbarkedIcon;PassCountLabel;AgeSexClass;Percent survived;Title;TitleFull;FamilySize;PointNew;MapPlaceLabel;EmbarkedIcon2;Embarked (titatic-ports.csv);EmbarkedName;Embarked;FamilySize (bin);Fare (bin);Fare;Name;Number of Records;Parch;PassengerId;Pclass;Point;Sex;SibSp;Survived;Ticket;Timestamp;city;country;lat;lon
15;18;;0;Third;Teen;Survived;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 8.0500000000000007";Teen male Third;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,05;"Cohen, Mr. Gurshon ""Gus""";1;0;205;3;1;male;0;1;A/5 3540;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
50;50;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 8.0500000000000007";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,05;Rouse, Mr. Richard Henry;1;0;483;3;1;male;0;0;A/5 3594;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
45;47;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.25";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,25;Elsbury, Mr. William James;1;0;593;3;1;male;0;0;A/5 3902;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;19;;0;Third;Teen;Survived;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 8.0500000000000007";Teen male Third;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,05;Dorking, Mr. Edward Arthur;1;0;284;3;1;male;0;1;A/5. 10482;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;20;;0;Third;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 8.0500000000000007";Teen male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,05;Saundercock, Mr. William Henry;1;0;13;3;1;male;0;0;A/5. 2151;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;30;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 16.100000000000001";Adult male Third;0;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;0;16,1;Lobb, Mr. William Arthur;1;0;254;3;1;male;1;0;A/5. 3336;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
40;40,5;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 14.5";Adult male Third;0;Mr;Mr;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;0;14,5;van Billiard, Mr. Austin Blyler;1;2;154;3;1;male;0;0;A/5. 851;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;34;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 8.0500000000000007";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,05;Maisner, Mr. Simon;1;0;465;3;1;male;0;0;A/S 2816;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;19;;0;Third;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 8.0500000000000007";Teen male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,05;Moore, Mr. Leonard Charles;1;0;122;3;1;male;0;0;A4. 54510;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;24;;0;Third;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.1399999999999997";Adult male Third;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,1417;Madsen, Mr. Fridtjof Arne;1;0;128;3;1;male;0;1;C 17369;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;28;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 22.52";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;22,525;Olsen, Mr. Henry Margido;1;0;509;3;1;male;0;0;C 4001;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
40;43;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 6.4500000000000002";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;6,45;Holm, Mr. John Fredrik Alexander;1;0;819;3;1;male;0;0;C 7075;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;30;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.25";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,25;Adahl, Mr. Mauritz Nils Martin;1;0;366;3;1;male;0;0;C 7076;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;36;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 10.5";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;10,5;Reeves, Mr. David;1;0;266;2;1;male;0;0;C.A. 17248;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;31;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 10.5";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;10,5;Kvillner, Mr. Johan Henrik Johannesson;1;0;440;2;1;male;0;0;C.A. 18723;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
0;1;;0;Third;Infant;Survived;Infant male;1;0;"Boarding passengers: 1
Avg. Fare: 20.57";Infant male Third;100;Master;Master;4;1;Southampton, United Kingdom;3;S;Southampton;S;4;20;20,575;Dean, Master. Bertram Vere;1;2;789;3;1;male;1;1;C.A. 2315;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;26;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 20.57";Adult male Third;0;Mr;Mr;4;1;Southampton, United Kingdom;3;S;Southampton;S;4;20;20,575;Dean, Mr. Bertram Frank;1;2;94;3;1;male;1;0;C.A. 2315;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
65;66;;0;Second;65+;Died;65+ male;4;0;"Boarding passengers: 1
Avg. Fare: 10.5";65+ male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;10,5;Wheadon, Mr. Edward H;1;0;34;2;1;male;0;0;C.A. 24579;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
70;70;;0;Second;65+;Died;65+ male;4;0;"Boarding passengers: 1
Avg. Fare: 10.5";65+ male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;10,5;Mitchell, Mr. Henry Michael;1;0;673;2;1;male;0;0;C.A. 24580;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;16;;0;Third;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 20.25";Teen male Third;0;Mr;Mr;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;20;20,25;Abbott, Mr. Rossmore Edward;1;1;747;3;1;male;1;0;C.A. 2673;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;25;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 13";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;13;Sobey, Mr. Samuel James Hayden;1;0;135;2;1;male;0;0;C.A. 29178;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;24;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 10.5";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;10,5;Leyson, Mr. Robert William Norman;1;0;235;2;1;male;0;0;C.A. 29566;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;31;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 26.25";Adult male Second;0;Mr;Mr;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;20;26,25;Collyer, Mr. Harvey;1;1;638;2;1;male;1;0;C.A. 31921;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;32;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 10.5";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;10,5;Jenkin, Mr. Stephen Curnow;1;0;71;2;1;male;0;0;C.A. 33111;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
5;8;;0;Second;Child;Survived;Child male;2;0;"Boarding passengers: 1
Avg. Fare: 36.75";Child male Second;100;Master;Master;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;20;36,75;Davies, Master. John Morgan Jr;1;1;550;2;1;male;1;1;C.A. 33112;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;19;;0;Second;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 36.75";Teen male Second;0;Mr;Mr;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;20;36,75;Nicholls, Mr. Joseph Charles;1;1;146;2;1;male;1;0;C.A. 33112;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;36;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 27.75";Adult male Second;0;Mr;Mr;4;1;Southampton, United Kingdom;3;S;Southampton;S;4;20;27,75;West, Mr. Edwy Arthur;1;2;451;2;1;male;1;0;C.A. 34651;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
5;9;;0;Third;Child;Survived;Child male;2;0;"Boarding passengers: 1
Avg. Fare: 15.9";Child male Third;100;Master;Master;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;0;15,9;"Coutts, Master. Eden Leslie ""Neville""";1;1;490;3;1;male;1;1;C.A. 37671;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
0;3;;0;Third;Child;Survived;Child male;2;0;"Boarding passengers: 1
Avg. Fare: 15.9";Child male Third;100;Master;Master;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;0;15,9;"Coutts, Master. William Loch ""William""";1;1;349;3;1;male;1;1;C.A. 37671;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
40;42;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.5499999999999998";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,55;Abbing, Mr. Anthony;1;0;846;3;1;male;0;0;C.A. 5547;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
55;55;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 15.1";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;15,1;Shellard, Mr. Frederick William;1;0;498;3;1;male;0;0;C.A. 6212;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;28;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 10.5";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;10,5;Banfield, Mr. Frederick James;1;0;884;2;1;male;0;0;C.A./SOTON 34068;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
5;9;;0;Third;Child;Died;Child male;2;0;"Boarding passengers: 1
Avg. Fare: 46.899999999999999";Child male Third;0;Master;Master;8;1;Southampton, United Kingdom;3;S;Southampton;S;8;40;46,9;Goodwin, Master. Harold Victor;1;2;481;3;1;male;5;0;CA 2144;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
0;1;;0;Third;Infant;Died;Infant male;1;0;"Boarding passengers: 1
Avg. Fare: 46.899999999999999";Infant male Third;0;Master;Master;8;1;Southampton, United Kingdom;3;S;Southampton;S;8;40;46,9;Goodwin, Master. Sidney Leonard;1;2;387;3;1;male;5;0;CA 2144;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
10;11;;0;Third;Child;Died;Child male;2;0;"Boarding passengers: 1
Avg. Fare: 46.899999999999999";Child male Third;0;Master;Master;8;1;Southampton, United Kingdom;3;S;Southampton;S;8;40;46,9;Goodwin, Master. William Frederick;1;2;60;3;1;male;5;0;CA 2144;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
10;14;;0;Third;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 46.899999999999999";Teen male Third;0;Mr;Mr;8;1;Southampton, United Kingdom;3;S;Southampton;S;8;40;46,9;Goodwin, Mr. Charles Edward;1;2;684;3;1;male;5;0;CA 2144;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
5;5;;0;Third;Child;Died;Child male;2;0;"Boarding passengers: 1
Avg. Fare: 69.549999999999997";Child male Third;0;Master;Master;11;1;Southampton, United Kingdom;3;S;Southampton;S;11;60;69,55;Sage, Master. Thomas Henry;1;2;160;3;1;male;8;0;CA. 2343;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;18;;0;Third;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 69.549999999999997";Teen male Third;0;Mr;Mr;11;1;Southampton, United Kingdom;3;S;Southampton;S;11;60;69,55;Sage, Mr. Douglas Bullen;1;2;847;3;1;male;8;0;CA. 2343;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;16;;0;Third;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 69.549999999999997";Teen male Third;0;Mr;Mr;11;1;Southampton, United Kingdom;3;S;Southampton;S;11;60;69,55;Sage, Mr. Frederick;1;2;202;3;1;male;8;0;CA. 2343;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;19;;0;Third;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 69.549999999999997";Teen male Third;0;Mr;Mr;11;1;Southampton, United Kingdom;3;S;Southampton;S;11;60;69,55;Sage, Mr. George John Jr;1;2;325;3;1;male;8;0;CA. 2343;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
40;43;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 26.25";Adult male Second;0;Mr;Mr;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;20;26,25;Hart, Mr. Benjamin;1;1;315;2;1;male;1;0;F.C.C. 13529;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;27;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.3099999999999996";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,3125;Olsen, Mr. Ole Martin;1;0;155;3;1;male;0;0;Fa 265302;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
45;49;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 0";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;0;Johnson, Mr. Alfred;1;0;598;3;1;male;0;0;LINE;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;19;;0;Third;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 0";Teen male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;0;Johnson, Mr. William Cahoone Jr;1;0;303;3;1;male;0;0;LINE;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;36;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 0";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;0;Leonard, Mr. Lionel;1;0;180;3;1;male;0;0;LINE;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;25;;0;Third;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 0";Adult male Third;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;0;Tornquist, Mr. William Henry;1;0;272;3;1;male;0;1;LINE;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
45;48;;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 25.93";Adult male First;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;25,925;Baumann, Mr. John D;1;0;169;1;1;male;0;0;PC 17318;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
50;50;;0;First;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 133.65000000000001";Adult male First;100;Dr;Dr;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;120;133,65;Frauenthal, Dr. Henry William;1;0;661;1;1;male;2;1;PC 17611;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;22;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 9.3499999999999996";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;9,35;Berglund, Mr. Karl Ivar Sven;1;0;226;3;1;male;0;0;PP 4348;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;30;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 8.0500000000000007";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,05;Rogers, Mr. William John;1;0;46;3;1;male;0;0;S.C./A.4. 23567;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;16;;0;Second;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 10.5";Teen male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;10,5;Mudd, Mr. Thomas Charles;1;0;842;2;1;male;0;0;S.O./P.P. 3;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;21;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.5499999999999998";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,55;Willey, Mr. Edward;1;0;649;3;1;male;0;0;S.O./P.P. 751;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;18;;0;Second;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 73.5";Teen male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;60;73,5;Davies, Mr. Charles Henry;1;0;386;2;1;male;0;0;S.O.C. 14879;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;24;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 73.5";Adult male Second;0;Mr;Mr;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;60;73,5;Hickman, Mr. Leonard Mark;1;0;656;2;1;male;2;0;S.O.C. 14879;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;32;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 73.5";Adult male Second;0;Mr;Mr;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;60;73,5;Hickman, Mr. Lewis;1;0;666;2;1;male;2;0;S.O.C. 14879;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;21;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 73.5";Adult male Second;0;Mr;Mr;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;60;73,5;Hickman, Mr. Stanley George;1;0;121;2;1;male;2;0;S.O.C. 14879;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;21;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 73.5";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;60;73,5;Hood, Mr. Ambrose Jr;1;0;73;2;1;male;0;0;S.O.C. 14879;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
50;51;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 12.529999999999999";Adult male Second;0;Rev;Rev;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;12,525;Bateman, Rev. Robert James;1;0;151;2;1;male;0;0;S.O.P. 1166;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;19;;0;Third;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 8.1600000000000001";Teen male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,1583;Crease, Mr. Ernest James;1;0;68;3;1;male;0;0;S.P. 3464;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
60;62;;0;Second;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 10.5";Adult male Second;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;10,5;Harris, Mr. George;1;0;571;2;1;male;0;1;S.W./PP 752;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;37;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 26";Adult male Second;0;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;20;26;Chapman, Mr. John Henry;1;0;595;2;1;male;1;0;SC/AH 29037;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;33;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 12.279999999999999";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;12,275;Hunt, Mr. George Henry;1;0;240;2;1;male;0;0;SCO/W 1585;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;21;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.0499999999999998";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,05;Jardin, Mr. Jose Neto;1;0;612;3;1;male;0;0;SOTON/O.Q. 3101305;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;38;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.0499999999999998";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,05;Goncalves, Mr. Manuel Estanslas;1;0;466;3;1;male;0;0;SOTON/O.Q. 3101306;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;20;;0;Third;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 7.0499999999999998";Teen male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,05;Coelho, Mr. Domingos Fernandeo;1;0;132;3;1;male;0;0;SOTON/O.Q. 3101307;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;35;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.0499999999999998";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,05;Asim, Mr. Adola;1;0;364;3;1;male;0;0;SOTON/O.Q. 3101310;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;24;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.0499999999999998";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,05;Ali, Mr. Ahmed;1;0;211;3;1;male;0;0;SOTON/O.Q. 3101311;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;25;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.0499999999999998";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,05;Ali, Mr. William;1;0;785;3;1;male;0;0;SOTON/O.Q. 3101312;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
40;41;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.1299999999999999";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,125;Nirva, Mr. Iisakki Antino Aijo;1;0;762;3;1;male;0;0;SOTON/O2 3101272;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;20;;0;Third;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 7.9199999999999999";Teen male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,925;Alhomaki, Mr. Ilmari Rudolf;1;0;841;3;1;male;0;0;SOTON/O2 3101287;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
65;66;;0;Third;65+;Died;65+ male;4;0;"Boarding passengers: 1
Avg. Fare: 8.0500000000000007";65+ male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,05;Webber, Mr. James;1;0;512;3;1;male;0;0;SOTON/OQ 3101316;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;21;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.25";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,25;Windelov, Mr. Einar;1;0;492;3;1;male;0;0;SOTON/OQ 3101317;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;25;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.0499999999999998";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,05;Sutehall, Mr. Henry Jr;1;0;885;3;1;male;0;0;SOTON/OQ 392076;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
40;40;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 8.0500000000000007";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,05;Simmons, Mr. John;1;0;564;3;1;male;0;0;SOTON/OQ 392082;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;20;;0;Third;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 8.0500000000000007";Teen male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,05;Slocovski, Mr. Selman Francis;1;0;88;3;1;male;0;0;SOTON/OQ 392086;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
